,mem,page,total
14908,550980,15306796,16167992
14909,550980,15048584,15913540
14910,550980,15019368,15882860
14911,551244,15127168,15989356
14912,551244,15217644,16078924
14913,551244,15295736,16159436
14914,551244,15292640,16157316
14915,551244,15296592,16159396
14916,551244,15286008,16146380
14917,551244,15294364,16155212
14918,551244,15299752,16157904
14919,551244,14695956,15557048
14920,551244,14797568,15658100
14921,551244,14888412,15748040
14922,551244,14965188,15824672
14923,551244,15053108,15912796
14924,551244,15144636,16003024
14925,551244,15237312,16097604
14926,551244,15295396,16156520
14927,551244,14782932,15642820
14928,551508,14874628,15733444
14929,551508,14961984,15821652
14930,551508,15050596,15910192
14931,551508,15147008,16005652
14932,551508,15269180,16125572
14933,551772,15301036,16158360
14934,551772,15307912,16167576
14935,551772,15306064,16164604
14936,551772,15288976,16148600
14937,551772,15296080,16156888
14938,540688,14874516,15724336
14939,540688,14902936,15752536
14940,540688,14930068,15779556
14941,540688,14957412,15807040
14942,540688,14984888,15834128
14943,540688,15012024,15861368
14944,540688,15038996,15889136
14945,540688,15066564,15916084
14947,540688,15094028,15943448
14948,540688,15120804,15970136
14949,540688,15147656,15996620
14950,540688,15175744,16024336
14951,540688,15202800,16050752
14952,540688,15228628,16075020
14953,540688,15254528,16101516
14954,540688,15281712,16129836
14955,540688,15308556,16158472
14956,540688,15301432,16151404
